,yr,service,calltime,callsource,nature,secs_to_disp,secs_to_arrv,secs_to_close,priority,primeunit,month,response_time
1203486,2023,OTHR,2023-03-07 09:58:30,PHONE,ASSIST,9394.0,9963.0,12987,7,CAHOT,3,9.483333333333333
1203501,2023,OTHR,2023-03-07 10:29:10,PHONE,DISORDERLY CONDUCT,1001.0,1622.0,3013,5,CAHOT,3,10.35
1203506,2023,OTHR,2023-03-07 10:38:51,PHONE,ASSIST,2446.0,2693.0,3686,7,CAHOT,3,4.116666666666666
1203518,2023,OTHR,2023-03-07 11:17:41,W911,SUICIDE RISK,934.0,1536.0,4635,5,CAHOT,3,10.033333333333333
1203547,2023,OTHR,2023-03-07 12:32:00,PHONE,WELFARE CHECK,311.0,1016.0,6282,5,CAHOT,3,11.75
1203564,2023,OTHR,2023-03-07 13:11:44,PHONE,INTOXICATED PERSON,3905.0,3905.0,3954,7,CAHOT,3,0.0
1203565,2023,OTHR,2023-03-07 13:13:21,PHONE,WELFARE CHECK,11539.0,12967.0,16375,7,CAHOT,3,23.8
1203568,2023,OTHR,2023-03-07 13:16:53,E911,SUICIDE RISK,1088.0,1409.0,6851,7,CAHOT,3,5.35
1203600,2023,OTHR,2023-03-07 15:06:33,PHONE,WELFARE CHECK,298.0,1249.0,2153,5,CAHOT,3,15.85
1203601,2023,OTHR,2023-03-07 15:12:50,W911,INFORMATION,12925.0,12925.0,12928,8,CAHOT,3,0.0
1203603,2023,OTHR,2023-03-07 15:16:27,PHONE,SUICIDE RISK,1565.0,3657.0,5418,7,CAHOT,3,34.86666666666667
1203617,2023,OTHR,2023-03-07 15:45:22,PHONE,ASSIST,12.0,868.0,1746,5,CAHOT,3,14.266666666666667
1203623,2023,OTHR,2023-03-07 15:53:46,PHONE,WELFARE CHECK,1258.0,1258.0,1868,7,CAHOT,3,0.0
1203628,2023,OTHR,2023-03-07 16:13:12,W911,WELFARE CHECK,4570.0,5229.0,5422,7,CAHOT,3,10.983333333333333
1203641,2023,OTHR,2023-03-07 16:51:53,W911,ASSIST,7031.0,8163.0,9664,7,CAHOT,3,18.866666666666667
1203647,2023,OTHR,2023-03-07 17:17:21,PHONE,WELFARE CHECK,1594.0,1917.0,2319,7,CAHOT,3,5.383333333333334
1203657,2023,OTHR,2023-03-07 17:43:51,PHONE,ASSIST,31572.0,32030.0,32927,7,CAHOT,3,7.633333333333334
1203659,2023,OTHR,2023-03-07 17:49:44,PHONE,WELFARE CHECK,4095.0,5144.0,9039,7,CAHOT,3,17.483333333333334
1203660,2023,OTHR,2023-03-07 17:52:40,PHONE,SUICIDE RISK,691.0,711.0,3835,7,CAHOT,3,0.3333333333333333
1203669,2023,OTHR,2023-03-07 18:35:06,PHONE,ASSIST,10720.0,11623.0,12901,7,CAHOT,3,15.05
1203679,2023,OTHR,2023-03-07 19:03:09,PHONE,ASSIST,7022.0,7022.0,9033,7,CAHOT,3,0.0
1203684,2023,OTHR,2023-03-07 19:08:27,PHONE,ASSIST,4400.0,4793.0,10787,7,CAHOT,3,6.55
1203685,2023,OTHR,2023-03-07 19:13:45,PHONE,ASSIST,5016.0,5354.0,5624,7,CAHOT,3,5.633333333333334
1203687,2023,OTHR,2023-03-07 19:17:25,PHONE,ASSIST,939.0,939.0,4763,7,CAHOT,3,0.0
1203715,2023,OTHR,2023-03-07 20:46:16,E911,WELFARE CHECK,6204.0,6370.0,7349,7,CAHOT,3,2.7666666666666666
1203728,2023,OTHR,2023-03-07 21:35:36,PHONE,TRANSPORT,4478.0,4485.0,7793,7,CAHOT,3,0.11666666666666667
1203730,2023,OTHR,2023-03-07 21:56:07,PHONE,WELFARE CHECK,743.0,1267.0,1957,5,CAHOT,3,8.733333333333333
1203738,2023,OTHR,2023-03-07 22:26:24,PHONE,ASSIST,6.0,625.0,1772,5,CAHOT,3,10.316666666666666
1203746,2023,OTHR,2023-03-07 22:58:49,PHONE,ASSIST,2812.0,3078.0,5930,7,CAHOT,3,4.433333333333334
1203751,2023,OTHR,2023-03-08 00:05:05,PHONE,TRANSPORT,5554.0,6249.0,7750,7,CAHOT,3,11.583333333333334
1203777,2023,OTHR,2023-03-08 02:55:55,PHONE,ASSIST,6037.0,6039.0,6667,7,CAHOT,3,0.03333333333333333
1203778,2023,OTHR,2023-03-08 02:56:20,PHONE,SUICIDE RISK,3.0,607.0,6003,5,CAHOT,3,10.066666666666666
1203781,2023,OTHR,2023-03-08 03:30:26,PHONE,ASSIST,29987.0,30503.0,32193,7,CAHOT,3,8.6
1203857,2023,OTHR,2023-03-08 10:18:05,PHONE,ASSIST,4339.0,8726.0,9156,7,CAHOT,3,73.11666666666666
1203870,2023,OTHR,2023-03-08 10:52:13,PHONE,WELFARE CHECK,2304.0,2829.0,3471,7,CAHOT,3,8.75
1203885,2023,OTHR,2023-03-08 11:32:35,PHONE,FOUND CONTRABAND,8734.0,9343.0,9643,7,CAHOT,3,10.15
1203904,2023,OTHR,2023-03-08 12:31:14,PHONE,TRANSPORT,1817.0,4920.0,5208,7,CAHOT,3,51.71666666666667
1203916,2023,OTHR,2023-03-08 13:08:17,E911,ASSIST,10.0,502.0,1125,5,CAHOT,3,8.2
1203941,2023,OTHR,2023-03-08 14:06:25,PHONE,ASSIST,418.0,2002.0,7187,5,CAHOT,3,26.4
1203945,2023,OTHR,2023-03-08 14:18:12,PHONE,WELFARE CHECK,15576.0,16751.0,25464,7,CAHOT,3,19.583333333333332
1203954,2023,OTHR,2023-03-08 14:38:41,PHONE,SUICIDE RISK,6051.0,6415.0,11230,7,CAHOT,3,6.066666666666666
1203960,2023,OTHR,2023-03-08 14:53:40,PHONE,ASSIST,10606.0,10606.0,12018,7,CAHOT,3,0.0
1203971,2023,OTHR,2023-03-08 15:28:52,PHONE,ASSIST,8267.0,8267.0,8485,7,CAHOT,3,0.0
1203976,2023,OTHR,2023-03-08 15:38:53,PHONE,WELFARE CHECK,6334.0,7237.0,7656,7,CAHOT,3,15.05
1204021,2023,OTHR,2023-03-08 18:08:41,PHONE,ASSIST,332.0,868.0,1412,7,CAHOT,3,8.933333333333334
1204022,2023,OTHR,2023-03-08 18:09:41,PHONE,ASSIST,3359.0,3835.0,5017,7,CAHOT,3,7.933333333333334
1204036,2023,OTHR,2023-03-08 18:52:56,PHONE,TRANSPORT,7108.0,7253.0,8665,7,CAHOT,3,2.4166666666666665
1204045,2023,OTHR,2023-03-08 19:07:01,PHONE,ASSIST,8665.0,8904.0,9353,7,CAHOT,3,3.9833333333333334
1204050,2023,OTHR,2023-03-08 19:25:29,PHONE,ASSIST,494.0,1247.0,5151,5,CAHOT,3,12.55
1204062,2023,OTHR,2023-03-08 20:28:10,PHONE,ASSIST,4488.0,4488.0,7182,7,CAHOT,3,0.0
1204067,2023,OTHR,2023-03-08 20:52:16,PHONE,DISORDERLY CONDUCT,1849.0,3201.0,5865,7,CAHOT,3,22.533333333333335
1204077,2023,OTHR,2023-03-08 21:45:15,W911,INTOXICATED PERSON,2707.0,3427.0,4126,7,CAHOT,3,12.0
1204085,2023,OTHR,2023-03-08 22:16:41,PHONE,ASSIST,2260.0,2277.0,4723,5,CAHOT,3,0.2833333333333333
1204091,2023,OTHR,2023-03-08 23:11:00,PHONE,WELFARE CHECK,1476.0,2018.0,2723,7,CAHOT,3,9.033333333333333
1204109,2023,OTHR,2023-03-09 00:40:24,PHONE,ASSIST,1195.0,1578.0,3901,5,CAHOT,3,6.383333333333334
1204112,2023,OTHR,2023-03-09 00:52:36,PHONE,ASSIST,6287.0,6683.0,6830,5,CAHOT,3,6.6
1204119,2023,OTHR,2023-03-09 01:37:47,PHONE,WELFARE CHECK,486.0,1028.0,3553,5,CAHOT,3,9.033333333333333
1204124,2023,OTHR,2023-03-09 02:09:50,PHONE,ASSIST,2372.0,2879.0,8435,5,CAHOT,3,8.45
1204127,2023,OTHR,2023-03-09 02:49:25,PHONE,ASSIST,6073.0,6182.0,7219,7,CAHOT,3,1.8166666666666667
1204128,2023,OTHR,2023-03-09 02:49:51,PHONE,ASSIST,9854.0,10423.0,10757,7,CAHOT,3,9.483333333333333
1204146,2023,OTHR,2023-03-09 06:17:13,PHONE,WELFARE CHECK,24.0,1116.0,6291,5,CAHOT,3,18.2
1204160,2023,OTHR,2023-03-09 07:42:22,PHONE,TRANSPORT,2200.0,2699.0,3946,7,CAHOT,3,8.316666666666666
1204163,2023,OTHR,2023-03-09 07:45:33,PHONE,ASSIST,992.0,1999.0,2003,7,CAHOT,3,16.783333333333335
1204170,2023,OTHR,2023-03-09 08:04:31,PHONE,WELFARE CHECK,2710.0,3386.0,4076,7,CAHOT,3,11.266666666666667
1204185,2023,OTHR,2023-03-09 09:24:35,PHONE,WELFARE CHECK,184.0,1285.0,1469,5,CAHOT,3,18.35
1204191,2023,OTHR,2023-03-09 09:52:57,PHONE,TRANSPORT,506.0,516.0,773,5,CAHOT,3,0.16666666666666666
1204193,2023,OTHR,2023-03-09 09:56:02,PHONE,ASSIST,590.0,1092.0,3114,7,CAHOT,3,8.366666666666667
1204198,2023,OTHR,2023-03-09 10:18:13,PHONE,ASSIST,16735.0,17382.0,20369,7,CAHOT,3,10.783333333333333
1204206,2023,OTHR,2023-03-09 10:57:15,PHONE,WELFARE CHECK,3485.0,4195.0,5060,7,CAHOT,3,11.833333333333334
1204210,2023,OTHR,2023-03-09 11:11:25,W911,WELFARE CHECK,1040.0,2060.0,2610,7,CAHOT,3,17.0
1204211,2023,OTHR,2023-03-09 11:13:25,W911,WELFARE CHECK,4860.0,5325.0,6176,7,CAHOT,3,7.75
1204227,2023,OTHR,2023-03-09 12:05:59,E911,WELFARE CHECK,957.0,1481.0,1701,5,CAHOT,3,8.733333333333333
1204234,2023,OTHR,2023-03-09 12:21:57,W911,WELFARE CHECK,3041.0,3883.0,4405,5,CAHOT,3,14.033333333333333
1204240,2023,OTHR,2023-03-09 12:43:59,PHONE,WELFARE CHECK,3145.0,4079.0,4609,7,CAHOT,3,15.566666666666666
1204241,2023,OTHR,2023-03-09 12:45:56,PHONE,FOUND CONTRABAND,57297.0,57297.0,57788,8,CAHOT,3,0.0
1204278,2023,OTHR,2023-03-09 14:18:33,PHONE,WELFARE CHECK,1506.0,1890.0,2311,5,CAHOT,3,6.4
1204289,2023,OTHR,2023-03-09 14:58:27,PHONE,WELFARE CHECK,3577.0,3844.0,5471,7,CAHOT,3,4.45
1204321,2023,OTHR,2023-03-09 16:58:14,PHONE,SUICIDE RISK,3471.0,4062.0,5205,7,CAHOT,3,9.85
1204324,2023,OTHR,2023-03-09 17:02:42,PHONE,SUICIDE RISK,425.0,2902.0,3177,7,CAHOT,3,41.28333333333333
1204327,2023,OTHR,2023-03-09 17:07:47,PHONE,ASSIST,9075.0,9333.0,92132,7,CAHOT,3,4.3
1204331,2023,OTHR,2023-03-09 17:19:42,PHONE,ASSIST,5564.0,5564.0,6040,8,CAHOT,3,0.0
1204341,2023,OTHR,2023-03-09 18:01:09,E911,ASSIST,3574.0,3574.0,5868,8,CAHOT,3,0.0
1204344,2023,OTHR,2023-03-09 18:05:16,W911,SUICIDE RISK,1778.0,2022.0,2815,7,CAHOT,3,4.066666666666666
1204357,2023,OTHR,2023-03-09 18:41:07,PHONE,ASSIST,19251.0,19827.0,20020,7,CAHOT,3,9.6
1204381,2023,OTHR,2023-03-09 19:56:29,W911,ASSIST,3383.0,3563.0,5816,7,CAHOT,3,3.0
1204388,2023,OTHR,2023-03-09 20:19:53,PHONE,ASSIST,5.0,574.0,1689,5,CAHOT,3,9.483333333333333
1204397,2023,OTHR,2023-03-09 21:00:13,PHONE,ASSIST,3540.0,3904.0,5580,5,CAHOT,3,6.066666666666666
1204399,2023,OTHR,2023-03-09 21:05:08,PHONE,ASSIST,2518.0,3046.0,3243,7,CAHOT,3,8.8
1204404,2023,OTHR,2023-03-09 21:18:50,PHONE,ASSIST,10888.0,11128.0,16869,7,CAHOT,3,4.0
1204407,2023,OTHR,2023-03-09 21:26:00,PHONE,INTOXICATED PERSON,18362.0,18564.0,18816,7,CAHOT,3,3.3666666666666667
1204410,2023,OTHR,2023-03-09 21:32:16,PHONE,ASSIST,12758.0,13252.0,14148,7,CAHOT,3,8.233333333333333
1204413,2023,OTHR,2023-03-09 21:37:29,PHONE,WELFARE CHECK,3353.0,4517.0,4965,7,CAHOT,3,19.4
1204425,2023,OTHR,2023-03-09 22:21:08,PHONE,ASSIST,6828.0,7022.0,7145,7,CAHOT,3,3.2333333333333334
1204428,2023,OTHR,2023-03-09 22:26:03,PHONE,TRANSPORT,21004.0,21609.0,22485,7,CAHOT,3,10.083333333333334
1204435,2023,OTHR,2023-03-09 22:52:00,PHONE,WELFARE CHECK,17985.0,17985.0,17992,8,CAHOT,3,0.0
1204467,2023,OTHR,2023-03-10 00:43:00,PHONE,ASSIST,18066.0,18623.0,24740,7,CAHOT,3,9.283333333333333
1204481,2023,OTHR,2023-03-10 01:19:48,PHONE,TRANSPORT,4793.0,4796.0,9642,7,CAHOT,3,0.05
1204484,2023,OTHR,2023-03-10 01:33:39,PHONE,WELFARE CHECK,5082.0,5082.0,8274,7,CAHOT,3,0.0
1204487,2023,OTHR,2023-03-10 02:05:30,PHONE,TRANSPORT,2808.0,2808.0,3164,7,CAHOT,3,0.0
1204499,2023,OTHR,2023-03-10 03:44:42,PHONE,WELFARE CHECK,954.0,1115.0,1878,5,CAHOT,3,2.683333333333333
1204506,2023,OTHR,2023-03-10 04:35:43,PHONE,ASSIST,16050.0,16435.0,19442,7,CAHOT,3,6.416666666666667
1204508,2023,OTHR,2023-03-10 04:58:55,PHONE,TRANSPORT,14628.0,14628.0,14632,7,CAHOT,3,0.0
1204512,2023,OTHR,2023-03-10 06:04:07,PHONE,TRANSPORT,9498.0,10063.0,10684,7,CAHOT,3,9.416666666666666
1204527,2023,OTHR,2023-03-10 07:28:38,PHONE,WELFARE CHECK,2876.0,3428.0,4414,7,CAHOT,3,9.2
1204570,2023,OTHR,2023-03-10 10:18:04,E911,ASSIST,16.0,1108.0,2873,5,CAHOT,3,18.2
1204594,2023,OTHR,2023-03-10 11:35:43,PHONE,WELFARE CHECK,1667.0,2402.0,6620,8,CAHOT,3,12.25
1204606,2023,OTHR,2023-03-10 12:19:59,PHONE,ASSIST,29096.0,29781.0,30340,7,CAHOT,3,11.416666666666666
1204631,2023,OTHR,2023-03-10 13:46:55,PHONE,SUICIDE RISK,1877.0,4722.0,16701,7,CAHOT,3,47.416666666666664
1204640,2023,OTHR,2023-03-10 14:11:13,PHONE,ASSIST,198.0,21726.0,22740,7,CAHOT,3,358.8
1204643,2023,OTHR,2023-03-10 14:25:15,PHONE,TRANSPORT,23495.0,23495.0,24740,7,CAHOT,3,0.0
1204668,2023,OTHR,2023-03-10 15:43:28,PHONE,ASSIST,10030.0,10681.0,12281,7,CAHOT,3,10.85
1204672,2023,OTHR,2023-03-10 15:48:58,PHONE,WELFARE CHECK,14539.0,15675.0,16041,7,CAHOT,3,18.933333333333334
1204691,2023,OTHR,2023-03-10 16:36:00,PHONE,ASSIST,15217.0,15500.0,15692,7,CAHOT,3,4.716666666666667
1204708,2023,OTHR,2023-03-10 17:15:51,PHONE,ASSIST,11741.0,12012.0,12086,8,CAHOT,3,4.516666666666667
1204711,2023,OTHR,2023-03-10 17:19:06,E911,SUICIDE RISK,3995.0,6241.0,9574,7,CAHOT,3,37.43333333333333
1204726,2023,OTHR,2023-03-10 18:23:55,PHONE,MENTAL HEALTH,8760.0,9049.0,9168,8,CAHOT,3,4.816666666666666
1204738,2023,OTHR,2023-03-10 18:55:40,PHONE,WELFARE CHECK,856.0,1010.0,1815,5,CAHOT,3,2.566666666666667
1204741,2023,OTHR,2023-03-10 18:58:19,PHONE,ASSIST,6448.0,6528.0,6689,7,CAHOT,3,1.3333333333333333
1204747,2023,OTHR,2023-03-10 19:10:01,PHONE,SUICIDE RISK,965.0,1013.0,2469,7,CAHOT,3,0.8
1204761,2023,OTHR,2023-03-10 19:57:55,PHONE,ASSIST,2377.0,2446.0,3077,7,CAHOT,3,1.15
1204781,2023,OTHR,2023-03-10 21:14:37,PHONE,ASSIST,586.0,1325.0,1671,5,CAHOT,3,12.316666666666666
1204791,2023,OTHR,2023-03-10 21:56:43,PHONE,ASSIST,5.0,245.0,738,5,CAHOT,3,4.0
1204793,2023,OTHR,2023-03-10 22:06:10,PHONE,WELFARE CHECK,193.0,531.0,1444,5,CAHOT,3,5.633333333333334
1204797,2023,OTHR,2023-03-10 22:20:10,PHONE,WELFARE CHECK,573.0,1035.0,1414,7,CAHOT,3,7.7
1204811,2023,OTHR,2023-03-10 22:51:35,PHONE,TRANSPORT,166.0,2956.0,3225,5,CAHOT,3,46.5
1204817,2023,OTHR,2023-03-10 23:27:36,PHONE,ASSIST,1066.0,1311.0,3577,7,CAHOT,3,4.083333333333333
1204844,2023,OTHR,2023-03-11 00:51:33,PHONE,WELFARE CHECK,135.0,681.0,993,5,CAHOT,3,9.1
1204852,2023,OTHR,2023-03-11 01:41:44,PHONE,ASSIST,6751.0,7803.0,9872,7,CAHOT,3,17.533333333333335
1204856,2023,OTHR,2023-03-11 02:10:45,PHONE,ASSIST,898.0,1208.0,2405,5,CAHOT,3,5.166666666666667
1204861,2023,OTHR,2023-03-11 02:39:49,PHONE,ASSIST,662.0,747.0,3265,5,CAHOT,3,1.4166666666666667
1204868,2023,OTHR,2023-03-11 03:33:04,PHONE,ASSIST,9322.0,9722.0,10569,7,CAHOT,3,6.666666666666667
1204875,2023,OTHR,2023-03-11 04:36:43,PHONE,ASSIST,11104.0,11353.0,12125,7,CAHOT,3,4.15
1204881,2023,OTHR,2023-03-11 06:21:29,PHONE,ASSIST,3772.0,4458.0,4811,7,CAHOT,3,11.433333333333334
1204901,2023,OTHR,2023-03-11 09:01:38,PHONE,ASSIST,1083.0,2015.0,2939,7,CAHOT,3,15.533333333333333
1204911,2023,OTHR,2023-03-11 09:33:39,W911,INFORMATION,1190.0,1280.0,1645,7,CAHOT,3,1.5
1204922,2023,OTHR,2023-03-11 10:03:43,PHONE,ASSIST,1674.0,1674.0,2481,7,CAHOT,3,0.0
1204988,2023,OTHR,2023-03-11 13:26:07,PHONE,WELFARE CHECK,16625.0,17557.0,18042,7,CAHOT,3,15.533333333333333
1205020,2023,OTHR,2023-03-11 14:54:49,PHONE,ASSIST,25088.0,25142.0,25578,7,CAHOT,3,0.9
1205058,2023,OTHR,2023-03-11 17:02:42,PHONE,SUICIDE RISK,96.0,568.0,2237,7,CAHOT,3,7.866666666666666
1205059,2023,OTHR,2023-03-11 17:03:41,PHONE,FOUND CONTRABAND,25764.0,26506.0,27076,8,CAHOT,3,12.366666666666667
1205069,2023,OTHR,2023-03-11 17:22:50,PHONE,WELFARE CHECK,16702.0,17375.0,17540,7,CAHOT,3,11.216666666666667
1205072,2023,OTHR,2023-03-11 17:34:24,PHONE,ASSIST,15275.0,15429.0,15510,7,CAHOT,3,2.566666666666667
1205073,2023,OTHR,2023-03-11 17:36:11,PHONE,SUICIDE RISK,3063.0,4246.0,7456,7,CAHOT,3,19.716666666666665
1205086,2023,OTHR,2023-03-11 18:12:37,PHONE,WELFARE CHECK,14559.0,15116.0,17969,7,CAHOT,3,9.283333333333333
1205087,2023,OTHR,2023-03-11 18:14:56,PHONE,ASSIST,5134.0,5595.0,11430,7,CAHOT,3,7.683333333333334
1205125,2023,OTHR,2023-03-11 20:23:47,PHONE,ASSIST,315.0,1057.0,4243,5,CAHOT,3,12.366666666666667
1205177,2023,OTHR,2023-03-11 23:49:58,PHONE,TRAFFIC ISSUE,18.0,516.0,770,5,CAHOT,3,8.3
1205195,2023,OTHR,2023-03-12 01:25:09,PHONE,ASSIST,69.0,728.0,11135,5,CAHOT,3,10.983333333333333
1205211,2023,OTHR,2023-03-12 04:28:03,PHONE,ASSIST,163.0,828.0,1042,5,CAHOT,3,11.083333333333334
1205213,2023,OTHR,2023-03-12 04:38:24,PHONE,TRANSPORT,2272.0,4370.0,7198,5,CAHOT,3,34.96666666666667
1205228,2023,OTHR,2023-03-12 06:22:27,PHONE,TRANSPORT,2829.0,3443.0,5814,7,CAHOT,3,10.233333333333333
1205232,2023,OTHR,2023-03-12 06:43:17,W911,ASSIST,25.0,122.0,1540,5,CAHOT,3,1.6166666666666667
1205234,2023,OTHR,2023-03-12 07:22:59,PHONE,WELFARE CHECK,2183.0,2530.0,3361,7,CAHOT,3,5.783333333333333
1205242,2023,OTHR,2023-03-12 08:35:16,PHONE,ASSIST,317.0,1305.0,3204,7,CAHOT,3,16.466666666666665
1205247,2023,OTHR,2023-03-12 08:51:41,PHONE,WELFARE CHECK,2233.0,3160.0,3266,7,CAHOT,3,15.45
1205268,2023,OTHR,2023-03-12 10:03:01,PHONE,ASSIST,12.0,516.0,9695,5,CAHOT,3,8.4
1205283,2023,OTHR,2023-03-12 11:18:59,W911,WELFARE CHECK,5139.0,5141.0,5145,7,CAHOT,3,0.03333333333333333
1205297,2023,OTHR,2023-03-12 12:06:34,PHONE,SUICIDE RISK,4291.0,4749.0,6799,7,CAHOT,3,7.633333333333334
1205325,2023,OTHR,2023-03-12 14:03:32,PHONE,DISORDERLY CONDUCT,59.0,1337.0,5631,5,CAHOT,3,21.3
1205329,2023,OTHR,2023-03-12 14:16:19,PHONE,WELFARE CHECK,5660.0,5930.0,6129,7,CAHOT,3,4.5
1205331,2023,OTHR,2023-03-12 14:20:22,PHONE,INTOXICATED PERSON,4674.0,4967.0,5222,7,CAHOT,3,4.883333333333334
1205336,2023,OTHR,2023-03-12 14:30:34,PHONE,WELFARE CHECK,12726.0,13120.0,13708,7,CAHOT,3,6.566666666666666
1205345,2023,OTHR,2023-03-12 15:13:49,W911,WELFARE CHECK,2707.0,2947.0,3192,7,CAHOT,3,4.0
1205362,2023,OTHR,2023-03-12 16:02:36,PHONE,WELFARE CHECK,301.0,545.0,2662,5,CAHOT,3,4.066666666666666
1205376,2023,OTHR,2023-03-12 16:43:58,PHONE,ASSIST,2424.0,3167.0,4663,7,CAHOT,3,12.383333333333333
1205388,2023,OTHR,2023-03-12 17:21:25,PHONE,ASSIST,2911.0,2911.0,2915,8,CAHOT,3,0.0
1205390,2023,OTHR,2023-03-12 17:27:08,PHONE,WELFARE CHECK,3579.0,4532.0,6102,7,CAHOT,3,15.883333333333333
1205395,2023,OTHR,2023-03-12 17:47:44,PHONE,WELFARE CHECK,1885.0,2084.0,2335,8,CAHOT,3,3.316666666666667
1205417,2023,OTHR,2023-03-12 19:02:15,PHONE,ASSIST,403.0,673.0,2496,7,CAHOT,3,4.5
1205426,2023,OTHR,2023-03-12 19:34:59,PHONE,INTOXICATED PERSON,954.0,1555.0,4997,5,CAHOT,3,10.016666666666667
1205434,2023,OTHR,2023-03-12 19:53:59,PHONE,ASSIST,3863.0,4858.0,10148,8,CAHOT,3,16.583333333333332
1205447,2023,OTHR,2023-03-12 21:09:45,PHONE,WELFARE CHECK,7342.0,7635.0,8158,7,CAHOT,3,4.883333333333334
1205450,2023,OTHR,2023-03-12 21:30:04,PHONE,ASSIST,6956.0,7543.0,11189,7,CAHOT,3,9.783333333333333
1205459,2023,OTHR,2023-03-12 22:05:37,PHONE,ASSIST,11686.0,12174.0,13226,7,CAHOT,3,8.133333333333333
1205464,2023,OTHR,2023-03-12 22:10:29,W911,ASSIST,4518.0,4518.0,4527,7,CAHOT,3,0.0
1205500,2023,OTHR,2023-03-13 00:24:10,PHONE,ASSIST,2295.0,2377.0,3360,7,CAHOT,3,1.3666666666666667
1205502,2023,OTHR,2023-03-13 00:33:52,PHONE,INTOXICATED PERSON,177.0,491.0,1706,5,CAHOT,3,5.233333333333333
1205515,2023,OTHR,2023-03-13 02:23:43,PHONE,ASSIST,221.0,631.0,1217,5,CAHOT,3,6.833333333333333
1205521,2023,OTHR,2023-03-13 03:55:31,PHONE,ASSIST,63.0,326.0,4225,5,CAHOT,3,4.383333333333334
1205522,2023,OTHR,2023-03-13 04:27:38,PHONE,TRANSPORT,3986.0,4352.0,7084,7,CAHOT,3,6.1
1205526,2023,OTHR,2023-03-13 05:04:16,PHONE,ASSIST,4916.0,5424.0,6068,7,CAHOT,3,8.466666666666667
1205541,2023,OTHR,2023-03-13 07:28:59,W911,TRAFFIC ISSUE,243.0,927.0,1492,7,CAHOT,3,11.4
1205542,2023,OTHR,2023-03-13 07:38:23,PHONE,ASSIST,932.0,2161.0,2406,7,CAHOT,3,20.483333333333334
1205548,2023,OTHR,2023-03-13 07:56:21,W911,WELFARE CHECK,1343.0,1848.0,5994,7,CAHOT,3,8.416666666666666
1205574,2023,OTHR,2023-03-13 09:16:28,E911,TRANSPORT,4182.0,4574.0,5494,7,CAHOT,3,6.533333333333333
1205576,2023,OTHR,2023-03-13 09:18:48,PHONE,INTOXICATED PERSON,1083.0,1961.0,2526,7,CAHOT,3,14.633333333333333
1205595,2023,OTHR,2023-03-13 10:25:40,PHONE,ASSIST,4127.0,6984.0,10859,7,CAHOT,3,47.61666666666667
1205616,2023,OTHR,2023-03-13 12:03:21,PHONE,ASSIST,5769.0,6302.0,7730,7,CAHOT,3,8.883333333333333
1205640,2023,OTHR,2023-03-13 13:21:57,PHONE,ASSIST,3050.0,3375.0,8952,7,CAHOT,3,5.416666666666667
1205641,2023,OTHR,2023-03-13 13:24:56,PHONE,WELFARE CHECK,2854.0,2857.0,2861,7,CAHOT,3,0.05
1205652,2023,OTHR,2023-03-13 13:40:11,PHONE,TRAFFIC ISSUE,55.0,63.0,367,5,CAHOT,3,0.13333333333333333
1205662,2023,OTHR,2023-03-13 13:54:57,PHONE,TRAFFIC ISSUE,2288.0,2290.0,2294,7,CAHOT,3,0.03333333333333333
1205675,2023,OTHR,2023-03-13 14:41:28,PHONE,WELFARE CHECK,4190.0,4191.0,6622,7,CAHOT,3,0.016666666666666666
1205687,2023,OTHR,2023-03-13 15:27:26,PHONE,WELFARE CHECK,26146.0,26967.0,27271,7,CAHOT,3,13.683333333333334
1205688,2023,OTHR,2023-03-13 15:53:38,PHONE,ASSIST,11833.0,11833.0,14153,7,CAHOT,3,0.0
1205704,2023,OTHR,2023-03-13 16:39:10,PHONE,WELFARE CHECK,2333.0,5057.0,6045,7,CAHOT,3,45.4
1205725,2023,OTHR,2023-03-13 17:50:38,PHONE,WELFARE CHECK,4035.0,4035.0,4805,7,CAHOT,3,0.0
1205727,2023,OTHR,2023-03-13 17:55:14,PHONE,ASSIST,6864.0,6864.0,11250,7,CAHOT,3,0.0
1205749,2023,OTHR,2023-03-13 19:00:46,PHONE,TRANSPORT,11763.0,11767.0,12126,7,CAHOT,3,0.06666666666666667
1205751,2023,OTHR,2023-03-13 19:11:39,PHONE,ASSIST,14326.0,17130.0,18451,7,CAHOT,3,46.733333333333334
1205759,2023,OTHR,2023-03-13 19:46:09,PHONE,ASSIST,5869.0,7368.0,7801,7,CAHOT,3,24.983333333333334
1205768,2023,OTHR,2023-03-13 20:40:12,PHONE,ASSIST,5615.0,6960.0,7374,7,CAHOT,3,22.416666666666668
1205808,2023,OTHR,2023-03-14 00:05:43,PHONE,ASSIST,816.0,1309.0,2995,5,CAHOT,3,8.216666666666667
1205818,2023,OTHR,2023-03-14 00:57:26,PHONE,ASSIST,6855.0,10206.0,10210,5,CAHOT,3,55.85
1205820,2023,OTHR,2023-03-14 01:03:44,W911,ASSIST,22.0,543.0,1962,5,CAHOT,3,8.683333333333334
1205822,2023,OTHR,2023-03-14 01:08:41,W911,ASSIST,1674.0,2103.0,3619,5,CAHOT,3,7.15
1205828,2023,OTHR,2023-03-14 01:45:40,W911,ASSIST,1406.0,2029.0,3958,5,CAHOT,3,10.383333333333333
1205838,2023,OTHR,2023-03-14 03:39:52,PHONE,ASSIST,470.0,472.0,2570,7,CAHOT,3,0.03333333333333333
